"Age (years b2k)","d18O GISP2 (‰)","Age BP (SEAD)"
63400,-41.99,63350
63450,-41.99,63400
63450,-40.75,63400
63500,-40.75,63450
63500,-40.07,63450
63550,-40.07,63500
63550,-40.79,63500
63600,-40.79,63550
63600,-40.74,63550
63650,-40.74,63600
63650,-41.55,63600
63700,-41.55,63650
63700,-41.1,63650
63750,-41.1,63700
63750,-41.11,63700
63800,-41.11,63750
63800,-41.11,63750
63850,-41.11,63800
63850,-38.29,63800
63900,-38.29,63850
63900,-38.26,63850
63950,-38.26,63900
63950,-38.15,63900
64000,-38.15,63950
64000,-38.12,63950
64050,-38.12,64000
64050,-38.12,64000
64100,-38.12,64050
64100,-40.31,64050
64150,-40.31,64100
64150,-41.68,64100
64200,-41.68,64150
64200,-42.35,64150
64250,-42.35,64200
64250,-41.88,64200
64300,-41.88,64250
64300,-41.6,64250
64350,-41.6,64300
64350,-41.21,64300
64400,-41.21,64350
64400,-40.95,64350
64450,-40.95,64400
64450,-42.37,64400
64500,-42.37,64450
64500,-41.74,64450
64550,-41.74,64500
64550,-41.17,64500
64600,-41.17,64550
64600,-40.84,64550
64650,-40.84,64600
64650,-41.18,64600
64700,-41.18,64650
64700,-41.66,64650
64750,-41.66,64700
64750,-40.7,64700
64800,-40.7,64750
64800,-40.33,64750
64850,-40.33,64800
64850,-41.56,64800
64900,-41.56,64850
64900,-40.59,64850
64950,-40.59,64900
64950,-40.89,64900
65000,-40.89,64950
65000,-41.64,64950
65050,-41.64,65000
65050,-41.29,65000
65100,-41.29,65050
65100,-40.49,65050
65150,-40.49,65100
65150,-40.45,65100
65200,-40.45,65150
65200,-40.99,65150
65250,-40.99,65200
65250,-41.58,65200
65300,-41.58,65250
65300,-42.49,65250
65350,-42.49,65300
65350,-41.93,65300
65400,-41.93,65350
65400,-41.18,65350
65450,-41.18,65400
65450,-41.25,65400
65500,-41.25,65450
65500,-41.94,65450
65550,-41.94,65500
65550,-42.62,65500
65600,-42.62,65550
65600,-42.81,65550
65650,-42.81,65600
65650,-42.06,65600
65700,-42.06,65650
65700,-41.3,65650
65750,-41.3,65700
65750,-41.55,65700
65800,-41.55,65750
65800,-41.15,65750
65850,-41.15,65800
65850,-41.96,65800
65900,-41.96,65850
65900,-42.53,65850
65950,-42.53,65900
65950,-41.23,65900
66000,-41.23,65950
66000,-42.78,65950
66050,-42.78,66000
66050,-42.23,66000
66100,-42.23,66050
66100,-41.53,66050
66150,-41.53,66100
66150,-41.25,66100
66200,-41.25,66150
66200,-41.61,66150
66250,-41.61,66200
66250,-42.45,66200
66300,-42.45,66250
66300,-41.01,66250
66350,-41.01,66300
66350,-41.16,66300
66400,-41.16,66350
66400,-40.71,66350
66450,-40.71,66400
66450,-41.24,66400
66500,-41.24,66450
66500,-41.57,66450
66550,-41.57,66500
66550,-41.16,66500
66600,-41.16,66550
66600,-40.87,66550
66650,-40.87,66600
66650,-41.18,66600
66700,-41.18,66650
66700,-41.04,66650
66750,-41.04,66700
66750,-41.11,66700
66800,-41.11,66750
66800,-40.65,66750
66850,-40.65,66800
66850,-40.92,66800
66900,-40.92,66850
66900,-41.91,66850
66950,-41.91,66900
66950,-41.88,66900
67000,-41.88,66950
67000,-41.7,66950
67050,-41.7,67000
67050,-42.1,67000
67100,-42.1,67050
67100,-41.32,67050
67150,-41.32,67100
67150,-40.4,67100
67200,-40.4,67150
67200,-41.53,67150
67250,-41.53,67200
67250,-41.53,67200
67300,-41.53,67250
67300,-41.07,67250
67350,-41.07,67300
67350,-41.02,67300
67400,-41.02,67350
67400,-40.4,67350
67450,-40.4,67400
67450,-42,67400
67500,-42,67450
67500,-41.07,67450
67550,-41.07,67500
67550,-40.94,67500
67600,-40.94,67550
67600,-41.94,67550
67650,-41.94,67600
67650,-42.54,67600
67700,-42.54,67650
67700,-41.98,67650
67750,-41.98,67700
67750,-41.87,67700
67800,-41.87,67750
67800,-42.12,67750
67850,-42.12,67800
67850,-42.36,67800
67900,-42.36,67850
67900,-41.79,67850
67950,-41.79,67900
67950,-41.51,67900
68000,-41.51,67950
68000,-42.23,67950
68050,-42.23,68000
68050,-42.85,68000
68100,-42.85,68050
68100,-41.91,68050
68150,-41.91,68100
68150,-41.8,68100
68200,-41.8,68150
68200,-42.03,68150
68250,-42.03,68200
68250,-42.42,68200
68300,-42.42,68250
68300,-43.24,68250
68350,-43.24,68300
68350,-42.14,68300
68400,-42.14,68350
68400,-42.7,68350
68450,-42.7,68400
68450,-40.85,68400
68500,-40.85,68450
68500,-41.26,68450
68550,-41.26,68500
68550,-42.46,68500
68600,-42.46,68550
68600,-42.82,68550
68650,-42.82,68600
68650,-41.92,68600
68700,-41.92,68650
68700,-41.97,68650
68750,-41.97,68700
68750,-41.74,68700
68800,-41.74,68750
68800,-42.59,68750
68850,-42.59,68800
68850,-41.46,68800
68900,-41.46,68850
68900,-41.19,68850
68950,-41.19,68900
68950,-41.02,68900
69000,-41.02,68950
69000,-42.03,68950
69050,-42.03,69000
69050,-42.31,69000
69100,-42.31,69050
69100,-40.62,69050
69150,-40.62,69100
69150,-41.84,69100
69200,-41.84,69150
69200,-42.02,69150
69250,-42.02,69200
69250,-41.32,69200
69300,-41.32,69250
69300,-41.23,69250
69350,-41.23,69300
69350,-40.99,69300
69400,-40.99,69350
69400,-40.01,69350
69450,-40.01,69400
69450,-38.83,69400
69500,-38.83,69450
69500,-38.25,69450
69550,-38.25,69500
69550,-37.92,69500
69600,-37.92,69550
69600,-40.54,69550
69650,-40.54,69600
69650,-42.73,69600
69700,-42.73,69650
69700,-42.97,69650
69750,-42.97,69700
69750,-42.24,69700
69800,-42.24,69750
69800,-41.96,69750
69850,-41.96,69800
69850,-41.86,69800
69900,-41.86,69850
69900,-43.21,69850
69950,-43.21,69900
69950,-43.35,69900
70000,-43.35,69950
70000,-42.57,69950
70050,-42.57,70000
70050,-42.3,70000
70100,-42.3,70050
70100,-41.32,70050
70150,-41.32,70100
70150,-41.45,70100
70200,-41.45,70150
70200,-41.48,70150
70250,-41.48,70200
70250,-41.55,70200
70300,-41.55,70250
70300,-41.83,70250
70350,-41.83,70300
70350,-41.42,70300
70400,-41.42,70350
70400,-40.38,70350
70450,-40.38,70400
70450,-40.99,70400
70500,-40.99,70450
70500,-40.18,70450
70550,-40.18,70500
70550,-40.16,70500
70600,-40.16,70550
70600,-40.34,70550
70650,-40.34,70600
70650,-40.42,70600
70700,-40.42,70650
70700,-40.5,70650
70750,-40.5,70700
70750,-39.92,70700
70800,-39.92,70750
70800,-39.83,70750
70850,-39.83,70800
70850,-38.67,70800
70900,-38.67,70850
70900,-38.11,70850
70950,-38.11,70900
70950,-37.92,70900
71000,-37.92,70950
71000,-37.9,70950
71050,-37.9,71000
71050,-38.11,71000
71100,-38.11,71050
71100,-38.37,71050
71150,-38.37,71100
71150,-37.97,71100
71200,-37.97,71150
71200,-38.47,71150
71250,-38.47,71200
71250,-37.87,71200
71300,-37.87,71250
71300,-38.08,71250
71350,-38.08,71300
71350,-37.87,71300
71400,-37.87,71350
71400,-38.82,71350
71450,-38.82,71400
71450,-37.78,71400
71500,-37.78,71450
71500,-37.47,71450
71550,-37.47,71500
71550,-37.75,71500
71600,-37.75,71550
71600,-38.48,71550
71650,-38.48,71600
71650,-37.73,71600
71700,-37.73,71650
71700,-37.5,71650
71750,-37.5,71700
71750,-37.77,71700
71800,-37.77,71750
71800,-37.29,71750
71850,-37.29,71800
71850,-36.96,71800
71900,-36.96,71850
71900,-37.39,71850
71950,-37.39,71900
71950,-37.25,71900
72000,-37.25,71950
72000,-37.39,71950
72050,-37.39,72000
72050,-36.4,72000
72100,-36.4,72050
72100,-36.73,72050
72150,-36.73,72100
72150,-36.09,72100
72200,-36.09,72150
72200,-36.36,72150
72250,-36.36,72200
72250,-36.45,72200
72300,-36.45,72250
72300,-36.8,72250
72350,-36.8,72300
72350,-40.3,72300
72400,-40.3,72350
72400,-42.41,72350
72450,-42.41,72400
72450,-42.82,72400
72500,-42.82,72450
72500,-42.13,72450
72550,-42.13,72500
72550,-42.77,72500
72600,-42.77,72550
72600,-42.69,72550
72650,-42.69,72600
72650,-43.46,72600
72700,-43.46,72650
72700,-43.24,72650
72750,-43.24,72700
72750,-43.66,72700
72800,-43.66,72750
72800,-43.55,72750
72850,-43.55,72800
72850,-41.85,72800
72900,-41.85,72850
72900,-41.94,72850
72950,-41.94,72900
72950,-42.42,72900
73000,-42.42,72950
73000,-41.96,72950
73050,-41.96,73000
73050,-43.15,73000
73100,-43.15,73050
73100,-42.6,73050
73150,-42.6,73100
73150,-41.61,73100
73200,-41.61,73150
73200,-41.98,73150
73250,-41.98,73200
73250,-42.33,73200
73300,-42.33,73250
73300,-42.67,73250
73350,-42.67,73300
73350,-43.27,73300
73400,-43.27,73350
73400,-43.74,73350
73450,-43.74,73400
73450,-43.5,73400
73500,-43.5,73450
73500,-43.01,73450
73550,-43.01,73500
73550,-43.31,73500
73600,-43.31,73550
73600,-43.05,73550
73650,-43.05,73600
73650,-42.68,73600
73700,-42.68,73650
73700,-43.22,73650
73750,-43.22,73700
73750,-43.55,73700
73800,-43.55,73750
73800,-44.03,73750
73850,-44.03,73800
73850,-42.62,73800
73900,-42.62,73850
73900,-42.87,73850
73950,-42.87,73900
73950,-43.5,73900
74000,-43.5,73950
74000,-42.35,73950
74050,-42.35,74000
74050,-42.14,74000
74100,-42.14,74050
74100,-40.81,74050
74150,-40.81,74100
74150,-40.84,74100
74200,-40.84,74150
74200,-39.86,74150
74250,-39.86,74200
74250,-38.59,74200
74300,-38.59,74250
74300,-39.24,74250
74350,-39.24,74300
74350,-39.88,74300
74400,-39.88,74350
74400,-39.49,74350
74450,-39.49,74400
74450,-39.26,74400
74500,-39.26,74450
74500,-38.96,74450
74550,-38.96,74500
74550,-39.13,74500
74600,-39.13,74550
74600,-39.29,74550
74650,-39.29,74600
74650,-39.46,74600
74700,-39.46,74650
74700,-38.89,74650
74750,-38.89,74700
74750,-38.88,74700
74800,-38.88,74750
74800,-38.82,74750
74850,-38.82,74800
74850,-38.46,74800
74900,-38.46,74850
74900,-38.19,74850
74950,-38.19,74900
74950,-38.48,74900
75000,-38.48,74950
75000,-38.24,74950
75050,-38.24,75000
75050,-38.18,75000
75100,-38.18,75050
75100,-38.54,75050
75150,-38.54,75100
75150,-38.5,75100
75200,-38.5,75150
75200,-37.91,75150
75250,-37.91,75200
75250,-38.05,75200
75300,-38.05,75250
75300,-38.34,75250
75350,-38.34,75300
75350,-37.9,75300
75400,-37.9,75350
75400,-38.28,75350
75450,-38.28,75400
75450,-37.7,75400
75500,-37.7,75450
75500,-38.2,75450
75550,-38.2,75500
75550,-37.39,75500
75600,-37.39,75550
75600,-37.75,75550
75650,-37.75,75600
75650,-37.1,75600
75700,-37.1,75650
75700,-37.05,75650
75750,-37.05,75700
75750,-36.97,75700
75800,-36.97,75750
75800,-37.38,75750
75850,-37.38,75800
75850,-37.32,75800
75900,-37.32,75850
75900,-37.4,75850
75950,-37.4,75900
75950,-37.48,75900
76000,-37.48,75950
76000,-36.98,75950
76050,-36.98,76000
76050,-36.89,76000
76100,-36.89,76050
76100,-36.42,76050
76150,-36.42,76100
76150,-36.96,76100
76200,-36.96,76150
76200,-36.82,76150
76250,-36.82,76200
76250,-36.71,76200
76300,-36.71,76250
76300,-36.6,76250
76350,-36.6,76300
76350,-36.59,76300
76400,-36.59,76350
76400,-37.27,76350
76450,-37.27,76400
76450,-40.17,76400
76500,-40.17,76450
76500,-41.9,76450
76550,-41.9,76500
76550,-41.89,76500
76600,-41.89,76550
76600,-41.05,76550
76650,-41.05,76600
76650,-42.16,76600
76700,-42.16,76650
76700,-41.56,76650
76750,-41.56,76700
76750,-41.11,76700
76800,-41.11,76750
76800,-41.16,76750
76850,-41.16,76800
76850,-41.42,76800
76900,-41.42,76850
76900,-42.18,76850
76950,-42.18,76900
76950,-42.92,76900
77000,-42.92,76950
77000,-41.88,76950
77050,-41.88,77000
77050,-40.95,77000
77100,-40.95,77050
77100,-41.95,77050
77150,-41.95,77100
77150,-42.33,77100
77200,-42.33,77150
77200,-41.5,77150
77250,-41.5,77200
77250,-41.4,77200
77300,-41.4,77250
77300,-41.53,77250
77350,-41.53,77300
77350,-42.18,77300
77400,-42.18,77350
77400,-41.84,77350
77450,-41.84,77400
77450,-42.27,77400
77500,-42.27,77450
77500,-42.3,77450
77550,-42.3,77500
77550,-42.31,77500
77600,-42.31,77550
77600,-41.73,77550
77650,-41.73,77600
77650,-40.77,77600
77700,-40.77,77650
77700,-40.43,77650
77750,-40.43,77700
77750,-40.44,77700
77800,-40.44,77750
77800,-38.64,77750
77850,-38.64,77800
77850,-39.25,77800
77900,-39.25,77850
77900,-38.63,77850
77950,-38.63,77900
77950,-38.56,77900
78000,-38.56,77950
78000,-38.61,77950
78050,-38.61,78000
78050,-38.62,78000
78100,-38.62,78050
78100,-39.01,78050
78150,-39.01,78100
78150,-39.87,78100
78200,-39.87,78150
78200,-40.15,78150
78250,-40.15,78200
78250,-39.55,78200
78300,-39.55,78250
78300,-39.89,78250
78350,-39.89,78300
78350,-39.55,78300
78400,-39.55,78350
78400,-39.23,78350
78450,-39.23,78400
78450,-39.09,78400
78500,-39.09,78450
78500,-39.17,78450
78550,-39.17,78500
78550,-39.34,78500
78600,-39.34,78550
78600,-38.9,78550
78650,-38.9,78600
78650,-38.71,78600
78700,-38.71,78650
78700,-39.14,78650
78750,-39.14,78700
78750,-37.84,78700
78800,-37.84,78750
78800,-38.24,78750
78850,-38.24,78800
78850,-38.24,78800
78900,-38.24,78850
78900,-38.3,78850
78950,-38.3,78900
78950,-38.15,78900
79000,-38.15,78950
79000,-38.23,78950
79050,-38.23,79000
79050,-38.48,79000
79100,-38.48,79050
79100,-38.39,79050
79150,-38.39,79100
79150,-37.61,79100
79200,-37.61,79150
79200,-37.38,79150
79250,-37.38,79200
79250,-39.13,79200
79300,-39.13,79250
79300,-38.93,79250
79350,-38.93,79300
79350,-38.85,79300
79400,-38.85,79350
79400,-39.16,79350
79450,-39.16,79400
79450,-38.84,79400
79500,-38.84,79450
79500,-38.41,79450
79550,-38.41,79500
79550,-39.17,79500
79600,-39.17,79550
79600,-38.89,79550
79650,-38.89,79600
79650,-39.07,79600
79700,-39.07,79650
79700,-38.47,79650
79750,-38.47,79700
79750,-39.04,79700
79800,-39.04,79750
79800,-39.3,79750
79850,-39.3,79800
79850,-38.09,79800
79900,-38.09,79850
79900,-38.76,79850
79950,-38.76,79900
79950,-38.37,79900
80000,-38.37,79950
80000,-38.31,79950
80050,-38.31,80000
80050,-38.35,80000
80100,-38.35,80050
80100,-38.33,80050
80150,-38.33,80100
80150,-37.9,80100
80200,-37.9,80150
80200,-38.68,80150
80250,-38.68,80200
80250,-38.7,80200
80300,-38.7,80250
80300,-37.9,80250
80350,-37.9,80300
80350,-38.18,80300
80400,-38.18,80350
80400,-38.52,80350
80450,-38.52,80400
80450,-38.27,80400
80500,-38.27,80450
80500,-37.8,80450
80550,-37.8,80500
80550,-37.96,80500
80600,-37.96,80550
80600,-38.15,80550
80650,-38.15,80600
80650,-38.23,80600
80700,-38.23,80650
80700,-37.82,80650
80750,-37.82,80700
80750,-38.08,80700
80800,-38.08,80750
80800,-38.25,80750
80850,-38.25,80800
80850,-37.85,80800
80900,-37.85,80850
80900,-37.43,80850
80950,-37.43,80900
80950,-37.74,80900
81000,-37.74,80950
81000,-37.92,80950
81050,-37.92,81000
81050,-37.3,81000
81100,-37.3,81050
81100,-38.15,81050
81150,-38.15,81100
81150,-37.72,81100
81200,-37.72,81150
81200,-37.48,81150
81250,-37.48,81200
81250,-36.94,81200
81300,-36.94,81250
81300,-37.42,81250
81350,-37.42,81300
81350,-37.27,81300
81400,-37.27,81350
81400,-37.53,81350
81450,-37.53,81400
81450,-37.05,81400
81500,-37.05,81450
81500,-37.44,81450
81550,-37.44,81500
81550,-37.2,81500
81600,-37.2,81550
81600,-37.21,81550
81650,-37.21,81600
81650,-37.05,81600
81700,-37.05,81650
81700,-36.78,81650
81750,-36.78,81700
81750,-37.05,81700
81800,-37.05,81750
81800,-36.51,81750
81850,-36.51,81800
81850,-36.79,81800
81900,-36.79,81850
81900,-36.64,81850
81950,-36.64,81900
81950,-37.14,81900
82000,-37.14,81950
82000,-36.86,81950
82050,-36.86,82000
82050,-36.5,82000
82100,-36.5,82050
82100,-36.97,82050
82150,-36.97,82100
82150,-37.07,82100
82200,-37.07,82150
82200,-36.9,82150
82250,-36.9,82200
82250,-36.69,82200
82300,-36.69,82250
82300,-36.91,82250
82350,-36.91,82300
82350,-37.53,82300
82400,-37.53,82350
82400,-37.35,82350
82450,-37.35,82400
82450,-37.06,82400
82500,-37.06,82450
82500,-37.15,82450
82550,-37.15,82500
82550,-37.23,82500
82600,-37.23,82550
82600,-36.36,82550
82650,-36.36,82600
82650,-36.96,82600
82700,-36.96,82650
82700,-36.9,82650
82750,-36.9,82700
82750,-36.94,82700
82800,-36.94,82750
82800,-36.93,82750
82850,-36.93,82800
82850,-36.77,82800
82900,-36.77,82850
82900,-37.01,82850
82950,-37.01,82900
82950,-37.06,82900
83000,-37.06,82950
83000,-36.78,82950
83050,-36.78,83000
83050,-35.9,83000
83100,-35.9,83050
83100,-36.09,83050
83150,-36.09,83100
83150,-36.52,83100
83200,-36.52,83150
83200,-37.06,83150
83250,-37.06,83200
83250,-36.93,83200
83300,-36.93,83250
83300,-36.88,83250
83350,-36.88,83300
83350,-36.65,83300
83400,-36.65,83350
83400,-37.16,83350
83450,-37.16,83400
83450,-36.91,83400
83500,-36.91,83450
83500,-36.55,83450
83550,-36.55,83500
83550,-35.87,83500
83600,-35.87,83550
83600,-36.3,83550
83650,-36.3,83600
83650,-36.19,83600
83700,-36.19,83650
83700,-36.04,83650
83750,-36.04,83700
83750,-36.65,83700
83800,-36.65,83750
83800,-37.03,83750
83850,-37.03,83800
83850,-36.73,83800
83900,-36.73,83850
83900,-36.64,83850
83950,-36.64,83900
83950,-36.42,83900
84000,-36.42,83950
84000,-36.42,83950
84050,-36.42,84000
84050,-36.42,84000
84100,-36.42,84050
84100,-36.55,84050
84150,-36.55,84100
84150,-37.18,84100
84200,-37.18,84150
84200,-36.57,84150
84250,-36.57,84200
84250,-36.8,84200
84300,-36.8,84250
84300,-36.56,84250
84350,-36.56,84300
84350,-36.47,84300
84400,-36.47,84350
84400,-35.99,84350
84450,-35.99,84400
84450,-36.09,84400
84500,-36.09,84450
84500,-36.08,84450
84550,-36.08,84500
84550,-35.77,84500
84600,-35.77,84550
84600,-35.77,84550
84650,-35.77,84600
84650,-35.18,84600
84700,-35.18,84650
84700,-35.69,84650
84750,-35.69,84700
84750,-38.16,84700
84800,-38.16,84750
84800,-38.39,84750
84850,-38.39,84800
84850,-38.94,84800
84900,-38.94,84850
84900,-38.59,84850
84950,-38.59,84900
84950,-37.84,84900
85000,-37.84,84950
85000,-36.04,84950
85050,-36.04,85000
85050,-38.33,85000
85100,-38.33,85050
85100,-38.94,85050
85150,-38.94,85100
85150,-38.78,85100
85200,-38.78,85150
85200,-38.79,85150
85250,-38.79,85200
85250,-38.28,85200
85300,-38.28,85250
85300,-38.48,85250
85350,-38.48,85300
85350,-38.68,85300
85400,-38.68,85350
85400,-38.52,85350
85450,-38.52,85400
85450,-39.02,85400
85500,-39.02,85450
85500,-38.62,85450
85550,-38.62,85500
85550,-38.97,85500
85600,-38.97,85550
85600,-39.78,85550
85650,-39.78,85600
85650,-39.06,85600
85700,-39.06,85650
85700,-39.05,85650
85750,-39.05,85700
85750,-39.25,85700
85800,-39.25,85750
85800,-39.21,85750
85850,-39.21,85800
85850,-38.36,85800
85900,-38.36,85850
85900,-39.13,85850
85950,-39.13,85900
85950,-39.77,85900
86000,-39.77,85950
86000,-39.04,85950
86050,-39.04,86000
86050,-39.45,86000
86100,-39.45,86050
86100,-39.19,86050
86150,-39.19,86100
86150,-39.45,86100
86200,-39.45,86150
86200,-39.85,86150
86250,-39.85,86200
86250,-39.72,86200
86300,-39.72,86250
86300,-39.56,86250
86350,-39.56,86300
86350,-39.66,86300
86400,-39.66,86350
86400,-39.6,86350
86450,-39.6,86400
86450,-40.08,86400
86500,-40.08,86450
86500,-39.95,86450
86550,-39.95,86500
86550,-39.8,86500
86600,-39.8,86550
86600,-40.15,86550
86650,-40.15,86600
86650,-39.71,86600
86700,-39.71,86650
86700,-40.23,86650
86750,-40.23,86700
86750,-39.54,86700
86800,-39.54,86750
86800,-40.82,86750
86850,-40.82,86800
86850,-40.44,86800
86900,-40.44,86850
86900,-40.47,86850
86950,-40.47,86900
86950,-40.28,86900
87000,-40.28,86950
87000,-41.16,86950
87050,-41.16,87000
87050,-40.66,87000
87100,-40.66,87050
87100,-41.26,87050
87150,-41.26,87100
87150,-41.15,87100
87200,-41.15,87150
87200,-39.35,87150
87250,-39.35,87200
87250,-39.33,87200
87300,-39.33,87250
87300,-40.12,87250
87350,-40.12,87300
87350,-40.59,87300
87400,-40.59,87350
87400,-39.85,87350
87450,-39.85,87400
87450,-40.08,87400
87500,-40.08,87450
87500,-40.04,87450
87550,-40.04,87500
87550,-39.86,87500
87600,-39.86,87550
87600,-39.84,87550
87650,-39.84,87600
87650,-38.72,87600
87700,-38.72,87650
87700,-37.96,87650
87750,-37.96,87700
87750,-38.19,87700
87800,-38.19,87750
87800,-38.61,87750
87850,-38.61,87800
87850,-38.96,87800
87900,-38.96,87850
87900,-39.62,87850
87950,-39.62,87900
87950,-39.43,87900
88000,-39.43,87950
88000,-38.79,87950
88050,-38.79,88000
88050,-38.12,88000
88100,-38.12,88050
88100,-38.32,88050
88150,-38.32,88100
88150,-38.38,88100
88200,-38.38,88150
88200,-38.44,88150
88250,-38.44,88200
88250,-38.52,88200
88300,-38.52,88250
88300,-37.93,88250
88350,-37.93,88300
88350,-37.66,88300
88400,-37.66,88350
88400,-37.89,88350
88450,-37.89,88400
88450,-37.84,88400
88500,-37.84,88450
88500,-37.96,88450
88550,-37.96,88500
88550,-38.2,88500
88600,-38.2,88550
88600,-38.25,88550
88650,-38.25,88600
88650,-38.03,88600
88700,-38.03,88650
88700,-38.25,88650
88750,-38.25,88700
88750,-38.35,88700
88800,-38.35,88750
88800,-39.04,88750
88850,-39.04,88800
88850,-38.73,88800
88900,-38.73,88850
88900,-38.6,88850
88950,-38.6,88900
88950,-37.98,88900
89000,-37.98,88950
89000,-38.07,88950
89050,-38.07,89000
89050,-37.8,89000
89100,-37.8,89050
89100,-37.86,89050
89150,-37.86,89100
89150,-38.23,89100
89200,-38.23,89150
89200,-38.05,89150
89250,-38.05,89200
89250,-38.11,89200
89300,-38.11,89250
89300,-37.33,89250
89350,-37.33,89300
89350,-37.38,89300
89400,-37.38,89350
89400,-37.63,89350
89450,-37.63,89400
89450,-37.69,89400
89500,-37.69,89450
89500,-37.79,89450
89550,-37.79,89500
89550,-37.77,89500
89600,-37.77,89550
89600,-37.69,89550
89650,-37.69,89600
89650,-37.47,89600
89700,-37.47,89650
89700,-37.7,89650
89750,-37.7,89700
89750,-38.06,89700
89800,-38.06,89750
89800,-38.09,89750
89850,-38.09,89800
89850,-38.57,89800
89900,-38.57,89850
89900,-38.42,89850
89950,-38.42,89900
89950,-37.91,89900
90000,-37.91,89950
90000,-38.19,89950
90050,-38.19,90000
90050,-39.91,90000
90100,-39.91,90050
90100,-39.68,90050
90150,-39.68,90100
90150,-39.12,90100
90200,-39.12,90150
90200,-38.8,90150
90250,-38.8,90200
90250,-39.42,90200
90300,-39.42,90250
90300,-39.03,90250
90350,-39.03,90300
90350,-39.04,90300
90400,-39.04,90350
90400,-39.03,90350
90450,-39.03,90400
90450,-38.92,90400
90500,-38.92,90450
90500,-38.9,90450
90550,-38.9,90500
90550,-38.88,90500
90600,-38.88,90550
90600,-38.77,90550
90650,-38.77,90600
90650,-39.26,90600
90700,-39.26,90650
90700,-39.82,90650
90750,-39.82,90700
90750,-39.47,90700
90800,-39.47,90750
90800,-39.44,90750
90850,-39.44,90800
90850,-39.28,90800
90900,-39.28,90850
90900,-38.69,90850
90950,-38.69,90900
90950,-39.35,90900
91000,-39.35,90950
91000,-39.05,90950
91050,-39.05,91000
91050,-38.73,91000
91100,-38.73,91050
91100,-39.28,91050
91150,-39.28,91100
91150,-39.68,91100
91200,-39.68,91150
91200,-39.38,91150
91250,-39.38,91200
91250,-39.39,91200
91300,-39.39,91250
91300,-38.75,91250
91350,-38.75,91300
91350,-39.39,91300
91400,-39.39,91350
91400,-39.39,91350
91450,-39.39,91400
91450,-39.53,91400
91500,-39.53,91450
91500,-39.86,91450
91550,-39.86,91500
91550,-39.19,91500
91600,-39.19,91550
91600,-38.9,91550
91650,-38.9,91600
91650,-39.63,91600
91700,-39.63,91650
91700,-39.97,91650
91750,-39.97,91700
91750,-39.57,91700
91800,-39.57,91750
91800,-39.64,91750
91850,-39.64,91800
91850,-39.85,91800
91900,-39.85,91850
91900,-39.2,91850
91950,-39.2,91900
91950,-38.99,91900
92000,-38.99,91950
92000,-39.62,91950
92050,-39.62,92000
92050,-39.23,92000
92100,-39.23,92050
92100,-39.78,92050
92150,-39.78,92100
92150,-39.69,92100
92200,-39.69,92150
92200,-38.96,92150
92250,-38.96,92200
92250,-39.66,92200
92300,-39.66,92250
92300,-39.21,92250
92350,-39.21,92300
92350,-39.76,92300
92400,-39.76,92350
92400,-38.78,92350
92450,-38.78,92400
92450,-39.03,92400
92500,-39.03,92450
92500,-39.4,92450
92550,-39.4,92500
92550,-39.02,92500
92600,-39.02,92550
92600,-39.41,92550
92650,-39.41,92600
92650,-39.52,92600
92700,-39.52,92650
92700,-39.53,92650
92750,-39.53,92700
92750,-39.86,92700
92800,-39.86,92750
92800,-39.49,92750
92850,-39.49,92800
92850,-40.09,92800
92900,-40.09,92850
92900,-40.47,92850
92950,-40.47,92900
92950,-39.37,92900
93000,-39.37,92950
93000,-39.34,92950
93050,-39.34,93000
93050,-39.84,93000
93100,-39.84,93050
93100,-39.38,93050
93150,-39.38,93100
93150,-39.23,93100
93200,-39.23,93150
93200,-39.27,93150
93250,-39.27,93200
93250,-39.26,93200
93300,-39.26,93250
93300,-39.38,93250
93350,-39.38,93300
93350,-39.51,93300
93400,-39.51,93350
93400,-39.38,93350
93450,-39.38,93400
93450,-39.36,93400
93500,-39.36,93450
93500,-39.24,93450
93550,-39.24,93500
93550,-38.95,93500
93600,-38.95,93550
93600,-38.66,93550
93650,-38.66,93600
93650,-39.33,93600
93700,-39.33,93650
93700,-39.02,93650
93750,-39.02,93700
93750,-39.42,93700
93800,-39.42,93750
93800,-39.39,93750
93850,-39.39,93800
93850,-39.23,93800
93900,-39.23,93850
93900,-39.2,93850
93950,-39.2,93900
93950,-38.66,93900
94000,-38.66,93950
94000,-39.12,93950
94050,-39.12,94000
94050,-39.24,94000
94100,-39.24,94050
94100,-39.25,94050
94150,-39.25,94100
94150,-39.28,94100
94200,-39.28,94150
94200,-39.21,94150
94250,-39.21,94200
94250,-39.02,94200
94300,-39.02,94250
94300,-39.38,94250
94350,-39.38,94300
94350,-39.37,94300
94400,-39.37,94350
94400,-38.7,94350
94450,-38.7,94400
94450,-38.57,94400
94500,-38.57,94450
94500,-38.82,94450
94550,-38.82,94500
94550,-38.88,94500
94600,-38.88,94550
94600,-38.84,94550
94650,-38.84,94600
94650,-38.82,94600
94700,-38.82,94650
94700,-38.4,94650
94750,-38.4,94700
94750,-38.49,94700
94800,-38.49,94750
94800,-38.74,94750
94850,-38.74,94800
94850,-38.9,94800
94900,-38.9,94850
94900,-38.98,94850
94950,-38.98,94900
94950,-39.3,94900
95000,-39.3,94950
95000,-39.25,94950
95050,-39.25,95000
95050,-39.16,95000
95100,-39.16,95050
95100,-39.23,95050
