sample_identifier_short,physical_sample_id,sample_identifier,latitude_dd,longitude_dd,sampling_context,Age_BP_From,Age_BP_To,region
COUN000821|3958,3958,Ballywillin|COUN000821|S6|3958,53.783333,-7.4166665,Stratigraphic sequence,1171,929,Nor
COUN000821|3959,3959,Ballywillin|COUN000821|S7|3959,53.783333,-7.4166665,Stratigraphic sequence,1380,1281,Nor
COUN000821|3960,3960,Ballywillin|COUN000821|S8|3960,53.783333,-7.4166665,Stratigraphic sequence,1550,400,Nor
COUN000822|3961,3961,Washingborough|COUN000822|O7C|3961,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|3962,3962,Washingborough|COUN000822|O7F|3962,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|3963,3963,Washingborough|COUN000822|O12|3963,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4135,4135,Washingborough|COUN000822|T1_1|4135,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4136,4136,Washingborough|COUN000822|T1_2|4136,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4137,4137,Washingborough|COUN000822|T1_3|4137,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4138,4138,Washingborough|COUN000822|T1_4|4138,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4139,4139,Washingborough|COUN000822|T1_5|4139,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4140,4140,Washingborough|COUN000822|T1_6|4140,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4141,4141,Washingborough|COUN000822|T1_7|4141,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4142,4142,Washingborough|COUN000822|T1_8|4142,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4143,4143,Washingborough|COUN000822|T1_9|4143,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4144,4144,Washingborough|COUN000822|O8|4144,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4145,4145,Washingborough|COUN000822|O6|4145,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4147,4147,Washingborough|COUN000822|T2_107|4147,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4148,4148,Washingborough|COUN000822|T2_114|4148,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4149,4149,Washingborough|COUN000822|T4_411|4149,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4150,4150,Washingborough|COUN000822|T4_428|4150,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4151,4151,Washingborough|COUN000822|T5_517|4151,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4152,4152,Washingborough|COUN000822|T5_521|4152,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4153,4153,Washingborough|COUN000822|T5_1_20|4153,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4155,4155,Washingborough|COUN000822|T5_3_10|4155,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4159,4159,Washingborough|COUN000822|T5_16_520|4159,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4160,4160,Washingborough|COUN000822|T5_3_511|4160,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4161,4161,Washingborough|COUN000822|T5_3_20|4161,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4162,4162,Washingborough|COUN000822|T5_3_30|4162,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000822|4163,4163,Washingborough|COUN000822|T5_3_40|4163,53.228333,-0.43666667,Stratigraphic sequence,2599,1900,Nor
COUN000832|4077,4077,St Momelin|COUN000832|Sto2|4077,50.785,2.245,Stratigraphic sequence,12737,11492,Nor
COUN000832|4078,4078,St Momelin|COUN000832|Sto3|4078,50.785,2.245,Stratigraphic sequence,11052,10527,Nor
COUN000832|4079,4079,St Momelin|COUN000832|Sto4|4079,50.785,2.245,Stratigraphic sequence,9804,9490,Nor
COUN000832|4081,4081,St Momelin|COUN000832|Sto6|4081,50.785,2.245,Stratigraphic sequence,8550,8345,Nor
COUN000832|4082,4082,St Momelin|COUN000832|Sto7|4082,50.785,2.245,Stratigraphic sequence,8412,8216,Nor
COUN000832|4083,4083,St Momelin|COUN000832|Sto8|4083,50.785,2.245,Stratigraphic sequence,8162,7984,Nor
COUN000832|4084,4084,St Momelin|COUN000832|Sto9|4084,50.785,2.245,Stratigraphic sequence,7965,7788,Nor
COUN000832|4085,4085,St Momelin|COUN000832|Sto10|4085,50.785,2.245,Stratigraphic sequence,7805,7632,Nor
COUN000832|4086,4086,St Momelin|COUN000832|Sto11|4086,50.785,2.245,Stratigraphic sequence,7643,7474,Nor
COUN000832|4087,4087,St Momelin|COUN000832|Sto12|4087,50.785,2.245,Stratigraphic sequence,7525,7355,Nor
COUN000832|4088,4088,St Momelin|COUN000832|Sto13|4088,50.785,2.245,Stratigraphic sequence,7449,7275,Nor
COUN000832|4089,4089,St Momelin|COUN000832|Sto14|4089,50.785,2.245,Stratigraphic sequence,7257,7073,Nor
COUN000832|4090,4090,St Momelin|COUN000832|Sto15|4090,50.785,2.245,Stratigraphic sequence,6956,6747,Nor
COUN000832|4091,4091,St Momelin|COUN000832|Sto16|4091,50.785,2.245,Stratigraphic sequence,6733,6500,Nor
COUN000832|4092,4092,St Momelin|COUN000832|Sto17|4092,50.785,2.245,Stratigraphic sequence,6557,6361,Nor
COUN000832|4093,4093,St Momelin|COUN000832|Sto18|4093,50.785,2.245,Stratigraphic sequence,6388,6207,Nor
COUN000832|4094,4094,St Momelin|COUN000832|Sto19|4094,50.785,2.245,Stratigraphic sequence,6273,6096,Nor
COUN000832|4095,4095,St Momelin|COUN000832|Sto20|4095,50.785,2.245,Stratigraphic sequence,6195,6011,Nor
COUN000832|4096,4096,St Momelin|COUN000832|Sto21|4096,50.785,2.245,Stratigraphic sequence,6121,5925,Nor
COUN000832|4097,4097,St Momelin|COUN000832|Sto22|4097,50.785,2.245,Stratigraphic sequence,6045,5836,Nor
COUN000832|4098,4098,St Momelin|COUN000832|Sto23|4098,50.785,2.245,Stratigraphic sequence,5975,5751,Nor
COUN000832|4099,4099,St Momelin|COUN000832|Sto24|4099,50.785,2.245,Stratigraphic sequence,5905,5657,Nor
COUN000832|4100,4100,St Momelin|COUN000832|Sto25|4100,50.785,2.245,Stratigraphic sequence,4860,4613,Nor
COUN000832|4101,4101,St Momelin|COUN000832|Sto26|4101,50.785,2.245,Stratigraphic sequence,3962,3379,Nor
COUN000832|4102,4102,St Momelin|COUN000832|Sto27|4102,50.785,2.245,Stratigraphic sequence,3275,2407,Nor
COUN000853|4243,4243,Croftamie|COUN000853|S1|4243,56.045834,-4.445,Stratigraphic sequence,12737,12002,Nor
COUN000892|4358,4358,Bedale|COUN000892|S67|4358,53.956665,-1.0916667,Stratigraphic sequence,8296,8024,Nor
COUN000892|4359,4359,Bedale|COUN000892|S71|4359,53.956665,-1.0916667,Stratigraphic sequence,8447,8201,Nor
COUN000892|4360,4360,Bedale|COUN000892|S171|4360,53.956665,-1.0916667,Stratigraphic sequence,9016,8729,Nor
COUN000892|4361,4361,Bedale|COUN000892|S172|4361,53.956665,-1.0916667,Stratigraphic sequence,9016,8660,Nor
COUN000892|4362,4362,Bedale|COUN000892|S173|4362,53.956665,-1.0916667,Stratigraphic sequence,8998,8657,Nor
COUN000892|4364,4364,Bedale|COUN000892|S175|4364,53.956665,-1.0916667,Stratigraphic sequence,9406,9034,Nor
COUN000892|4367,4367,Bedale|COUN000892|S176_301|4367,53.956665,-1.0916667,Stratigraphic sequence,10145,9685,Nor
COUN000892|4369,4369,Bedale|COUN000892|S38|4369,53.956665,-1.0916667,Stratigraphic sequence,1550,400,Nor
COUN000934|4530,4530,"Horton Kirby, South Darenth|COUN000934|M|4530",51.39473,0.24481,Stratigraphic sequence,7588,6677,Nor
COUN000934|4532,4532,"Horton Kirby, South Darenth|COUN000934|L|4532",51.39473,0.24481,Stratigraphic sequence,2949,2599,Nor
COUN000935|4533,4533,Bexley: Crossness|COUN000935|M|4533,51.50608,0.13352,Stratigraphic sequence,6399,5751,Nor
COUN000935|4535,4535,Bexley: Crossness|COUN000935|E|4535,51.50608,0.13352,Stratigraphic sequence,5449,4049,Nor
COUN000935|4536,4536,Bexley: Crossness|COUN000935|L|4536,51.50608,0.13352,Stratigraphic sequence,2949,2599,Nor
COUN000936|4537,4537,Bexley: Norman Road|COUN000936|N|4537,51.50522,0.15298,Stratigraphic sequence,5036,4161,Nor
COUN000936|4538,4538,Bexley: Norman Road|COUN000936|E|4538,51.50522,0.15298,Stratigraphic sequence,3689,3253,Nor
COUN000937|4540,4540,Beckton: Woolwich Manor Way|COUN000937|E|4540,51.52043,0.05935,Stratigraphic sequence,3688,3481,Nor
COUN000938|4542,4542,Dagenham: Hornchurch Marshes|COUN000938|E|4542,51.52192,0.16243,Stratigraphic sequence,5449,4049,Nor
COUN000939|4543,4543,Greenwich: Bellot St.|COUN000939|E|4543,51.48713,0.00507,Stratigraphic sequence,3887,3650,Nor
COUN000939|4544,4544,Greenwich: Bellot St.|COUN000939|L|4544,51.48713,0.00507,Stratigraphic sequence,3823,3568,Nor
COUN000940|4545,4545,London: Poplar High St.|COUN000940|E|4545,51.50896,-0.01768,Stratigraphic sequence,4231,3650,Nor
COUN000941|4546,4546,Greenwich: Abbey Wood|COUN000941|E|4546,51.48025,0.103667,Stratigraphic sequence,3887,3260,Nor
COUN000955|4649,4649,North Duffield|COUN000955|BugsPresence|4649,53.82388,-0.96239,Stratigraphic sequence,3456,2491,Nor
COUN000965|4672,4672,Sondre Tunåsen|COUN000965|F1|4672,59.89045,17.534033,Stratigraphic sequence,2599,1900,Nor
COUN001003|4725,4725,Stora Tuna Skärsjö|COUN001003|BugsPresence|4725,60.45,15.466666,Stratigraphic sequence,7000,5000,Nor
COUN001059|4847,4847,Birka|COUN001059|SI|4847,59.33621,17.545465,Stratigraphic sequence,1550,400,Nor
COUN001059|4848,4848,Birka|COUN001059|SII|4848,59.33621,17.545465,Stratigraphic sequence,1550,400,Nor
COUN001059|4849,4849,Birka|COUN001059|SIII|4849,59.33621,17.545465,Stratigraphic sequence,1550,400,Nor
COUN001059|4850,4850,Birka|COUN001059|SIV|4850,59.33621,17.545465,Stratigraphic sequence,1550,400,Nor
COUN001059|4851,4851,Birka|COUN001059|SV|4851,59.33621,17.545465,Stratigraphic sequence,1550,400,Nor
COUN001059|4852,4852,Birka|COUN001059|SVI|4852,59.33621,17.545465,Stratigraphic sequence,1550,400,Nor
COUN001070|4864,4864,Sellafield|COUN001070|C2_50-60|4864,54.415115,-3.4838963,Stratigraphic sequence,7648,7454,Nor
COUN001070|4865,4865,Sellafield|COUN001070|C2_60-70|4865,54.415115,-3.4838963,Stratigraphic sequence,7936,7751,Nor
COUN001070|4866,4866,Sellafield|COUN001070|C2_90-100|4866,54.415115,-3.4838963,Stratigraphic sequence,11128,10997,Nor
COUN001070|4867,4867,Sellafield|COUN001070|C3_40-50|4867,54.415115,-3.4838963,Stratigraphic sequence,9956,9823,Nor
COUN001070|4868,4868,Sellafield|COUN001070|C3_70-80|4868,54.415115,-3.4838963,Stratigraphic sequence,10659,10530,Nor
COUN001070|4869,4869,Sellafield|COUN001070|C3_80-90|4869,54.415115,-3.4838963,Stratigraphic sequence,10892,10764,Nor
COUN001070|4870,4870,Sellafield|COUN001070|C3_90-100|4870,54.415115,-3.4838963,Stratigraphic sequence,9630,9494,Nor
COUN001070|4871,4871,Sellafield|COUN001070|C4_10-20|4871,54.415115,-3.4838963,Stratigraphic sequence,11598,11464,Nor
COUN001070|4872,4872,Sellafield|COUN001070|C4_30-40|4872,54.415115,-3.4838963,Stratigraphic sequence,12072,11926,Nor
COUN001070|4874,4874,Sellafield|COUN001070|C4_80-90|4874,54.415115,-3.4838963,Stratigraphic sequence,13262,13080,Nor
COUN001070|4875,4875,Sellafield|COUN001070|C4_90-100|4875,54.415115,-3.4838963,Stratigraphic sequence,13501,13311,Nor
COUN001070|4876,4876,Sellafield|COUN001070|C5_30-40|4876,54.415115,-3.4838963,Stratigraphic sequence,13822,13653,Nor
COUN001070|4878,4878,Sellafield|COUN001070|C5_90-100|4878,54.415115,-3.4838963,Stratigraphic sequence,14313,14145,Nor
COUN001070|4879,4879,Sellafield|COUN001070|C6_40-50|4879,54.415115,-3.4838963,Stratigraphic sequence,14752,14548,Nor
COUN001070|4880,4880,Sellafield|COUN001070|C7_20-30|4880,54.415115,-3.4838963,Stratigraphic sequence,15363,15072,Nor
COUN001070|4881,4881,Sellafield|COUN001070|C7_40-50|4881,54.415115,-3.4838963,Stratigraphic sequence,15628,15299,Nor
COUN001070|4882,4882,Sellafield|COUN001070|C7_70-80|4882,54.415115,-3.4838963,Stratigraphic sequence,15892,15516,Nor
COUN001090|5074,5074,Valleröds Mosse|COUN001090|Bugs_Presence|5074,55.568054,13.817223,Stratigraphic sequence,10156,9527,Nor
COUN001114|5180,5180,Walmersley|COUN001114|S1|5180,53.61045,-2.3098083,Stratigraphic sequence,2869,2749,Nor
COUN001114|5181,5181,Walmersley|COUN001114|S3|5181,53.61045,-2.3098083,Stratigraphic sequence,4449,2549,Nor
COUN001114|5182,5182,Walmersley|COUN001114|S5|5182,53.61045,-2.3098083,Stratigraphic sequence,3259,2989,Nor
COUN001136|5274,5274,"Stanwick, Northants.|COUN001136|ST20|5274",52.32169,-0.60759604,Stratigraphic sequence,12154,11821,Nor
COUN001136|5275,5275,"Stanwick, Northants.|COUN001136|ST64|5275",52.32169,-0.60759604,Stratigraphic sequence,11754,11346,Nor
COUN001136|5276,5276,"Stanwick, Northants.|COUN001136|ST87|5276",52.32169,-0.60759604,Stratigraphic sequence,11600,11096,Nor
COUN001136|5278,5278,"Stanwick, Northants.|COUN001136|ST99|5278",52.32169,-0.60759604,Stratigraphic sequence,12637,11628,Nor
COUN001136|5279,5279,"Stanwick, Northants.|COUN001136|ST37|5279",52.32169,-0.60759604,Stratigraphic sequence,5990,5752,Nor
COUN001147|5402,5402,Holme Pierrepont|COUN001147|S1m1|5402,52.939365,-1.071464,Stratigraphic sequence,11500,10000,Nor
COUN001147|5403,5403,Holme Pierrepont|COUN001147|S1m2|5403,52.939365,-1.071464,Stratigraphic sequence,11500,10000,Nor
COUN001147|5404,5404,Holme Pierrepont|COUN001147|S1m3|5404,52.939365,-1.071464,Stratigraphic sequence,13051,12793,Nor
COUN001147|5405,5405,Holme Pierrepont|COUN001147|S1m4|5405,52.939365,-1.071464,Stratigraphic sequence,13135,12900,Nor
COUN001147|5406,5406,Holme Pierrepont|COUN001147|S1m5|5406,52.939365,-1.071464,Stratigraphic sequence,11500,10000,Nor
COUN001147|5407,5407,Holme Pierrepont|COUN001147|S2m1|5407,52.939365,-1.071464,Stratigraphic sequence,11500,10000,Nor
COUN001147|5408,5408,Holme Pierrepont|COUN001147|S2m2|5408,52.939365,-1.071464,Stratigraphic sequence,13063,12813,Nor
COUN001147|5409,5409,Holme Pierrepont|COUN001147|Sample_not_recorded|5409,52.939365,-1.071464,Stratigraphic sequence,11500,10000,Nor
COUN001205|5612,5612,West Cotton|COUN001205|C19|5612,52.341946,-0.5688889,Stratigraphic sequence,4874,4713,Nor
COUN001205|5614,5614,West Cotton|COUN001205|C1|5614,52.341946,-0.5688889,Stratigraphic sequence,4782,4259,Nor
COUN001205|5618,5618,West Cotton|COUN001205|C2|5618,52.341946,-0.5688889,Stratigraphic sequence,4449,2549,Nor
COUN001206|5620,5620,West Cotton|COUN001206|B139_S7|5620,52.341946,-0.5688889,Stratigraphic sequence,1540,884,Nor
COUN001229|5773,5773,Conesby Sidings|COUN001229|BugsPresence|5773,53.61932,-0.64085263,Stratigraphic sequence,13925,12703,Nor
COUN001248|5893,5893,Awkley|COUN001248|C118|5893,51.57481,-2.588401,Stratigraphic sequence,6476,6299,Nor
COUN001248|5894,5894,Awkley|COUN001248|C121|5894,51.57481,-2.588401,Stratigraphic sequence,5036,4647,Nor
COUN001249|5895,5895,Pilning|COUN001249|C211|5895,51.536137,-2.6413918,Stratigraphic sequence,4847,4540,Nor
COUN001279|5973,5973,Sandåkra|COUN001279|S1|5973,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001279|5974,5974,Sandåkra|COUN001279|S2|5974,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001279|5975,5975,Sandåkra|COUN001279|S3|5975,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001279|5976,5976,Sandåkra|COUN001279|S4|5976,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001279|5977,5977,Sandåkra|COUN001279|S5|5977,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001279|5979,5979,Sandåkra|COUN001279|S7|5979,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001279|5980,5980,Sandåkra|COUN001279|S8|5980,56.06691,13.733375,Stratigraphic sequence,2000,0,Nor
COUN001345|6307,6307,Wensum|COUN001345|S1|6307,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001345|6308,6308,Wensum|COUN001345|S2|6308,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001345|6309,6309,Wensum|COUN001345|S3|6309,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001345|6310,6310,Wensum|COUN001345|S4|6310,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001345|6311,6311,Wensum|COUN001345|S5|6311,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001345|6312,6312,Wensum|COUN001345|Gravel_1|6312,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001345|6313,6313,Wensum|COUN001345|Gravel_2|6313,52.634342,1.304786,Stratigraphic sequence,110,110,Nor
COUN001346|6325,6325,Dagenham: Hornchurch Marshes Site 2|COUN001346|S1|6325,51.520313,0.176463,Stratigraphic sequence,6260,5910,Nor
COUN001346|6330,6330,Dagenham: Hornchurch Marshes Site 2|COUN001346|S6|6330,51.520313,0.176463,Stratigraphic sequence,5750,5330,Nor
COUN001346|6333,6333,Dagenham: Hornchurch Marshes Site 2|COUN001346|S9|6333,51.520313,0.176463,Stratigraphic sequence,5280,4840,Nor
COUN001346|6334,6334,Dagenham: Hornchurch Marshes Site 2|COUN001346|S10|6334,51.520313,0.176463,Stratigraphic sequence,5590,4980,Nor
COUN001346|6335,6335,Dagenham: Hornchurch Marshes Site 2|COUN001346|S11|6335,51.520313,0.176463,Stratigraphic sequence,4140,3690,Nor
COUN001353|6425,6425,Jurby Head|COUN001353|S9|6425,54.35233,-4.551134,Stratigraphic sequence,13574,12806,Nor
COUN001353|6427,6427,Jurby Head|COUN001353|S11|6427,54.35233,-4.551134,Stratigraphic sequence,15326,13565,Nor
COUN001376|6612,6612,"Notsel, Mark Valley|COUN001376|LGS1|6612",51.55417,4.769444,Stratigraphic sequence,10500,10000,Nor
COUN001376|6613,6613,"Notsel, Mark Valley|COUN001376|LGS2|6613",51.55417,4.769444,Stratigraphic sequence,10500,10000,Nor
COUN001376|6614,6614,"Notsel, Mark Valley|COUN001376|LGS3|6614",51.55417,4.769444,Stratigraphic sequence,10500,10000,Nor
COUN001376|6615,6615,"Notsel, Mark Valley|COUN001376|LGS4|6615",51.55417,4.769444,Stratigraphic sequence,10500,10000,Nor
COUN001376|6616,6616,"Notsel, Mark Valley|COUN001376|LGS5|6616",51.55417,4.769444,Stratigraphic sequence,12977,12722,Nor
COUN001376|6617,6617,"Notsel, Mark Valley|COUN001376|LGS6|6617",51.55417,4.769444,Stratigraphic sequence,12957,12713,Nor
COUN001376|6618,6618,"Notsel, Mark Valley|COUN001376|LGS7|6618",51.55417,4.769444,Stratigraphic sequence,12957,12713,Nor
COUN001379|6646,6646,Hatfield Moors: Lindholme Bank Road|COUN001379|BugsPresence|6646,53.55461,-0.956113,Stratigraphic sequence,4784,4248,Nor
COUN001386|6657,6657,West Cotton|COUN001386|BugsPresence|6657,52.341946,-0.5688889,Stratigraphic sequence,1540,884,Nor
COUN001387|6658,6658,Ebbsfleet|COUN001387|BugsPresence|6658,51.443027,0.320896,Stratigraphic sequence,5735,5597,Nor
COUN001409|6749,6749,Thorne: Tween Bridge Moors|COUN001409|S_15|6749,53.612213,-0.917716,Stratigraphic sequence,5458,5248,Nor
COUN001409|6750,6750,Thorne: Tween Bridge Moors|COUN001409|S_20|6750,53.612213,-0.917716,Stratigraphic sequence,5033,4864,Nor
COUN001409|6751,6751,Thorne: Tween Bridge Moors|COUN001409|S_25|6751,53.612213,-0.917716,Stratigraphic sequence,4613,4472,Nor
COUN001409|6752,6752,Thorne: Tween Bridge Moors|COUN001409|S_25a|6752,53.612213,-0.917716,Stratigraphic sequence,4613,4472,Nor
COUN001409|6753,6753,Thorne: Tween Bridge Moors|COUN001409|S_35|6753,53.612213,-0.917716,Stratigraphic sequence,3808,3672,Nor
COUN001409|6754,6754,Thorne: Tween Bridge Moors|COUN001409|S_45|6754,53.612213,-0.917716,Stratigraphic sequence,3041,2848,Nor
COUN001409|6755,6755,Thorne: Tween Bridge Moors|COUN001409|S_55|6755,53.612213,-0.917716,Stratigraphic sequence,2675,2354,Nor
COUN001409|6756,6756,Thorne: Tween Bridge Moors|COUN001409|S_65|6756,53.612213,-0.917716,Stratigraphic sequence,2399,2164,Nor
COUN001409|6757,6757,Thorne: Tween Bridge Moors|COUN001409|S_70|6757,53.612213,-0.917716,Stratigraphic sequence,2267,2064,Nor
COUN001409|6758,6758,Thorne: Tween Bridge Moors|COUN001409|S_85|6758,53.612213,-0.917716,Stratigraphic sequence,1899,1740,Nor
COUN001410|6759,6759,Ripon: South|COUN001410|2M|6759,54.1167,-1.492069,Stratigraphic sequence,4417,4244,Nor
COUN001410|6760,6760,Ripon: South|COUN001410|S1|6760,54.1167,-1.492069,Stratigraphic sequence,547,506,Nor
COUN001410|6777,6777,Ripon: South|COUN001410|S17|6777,54.1167,-1.492069,Stratigraphic sequence,726,666,Nor
COUN001436|6939,6939,Uxbridge|COUN001436|S53|6939,51.552658,-0.4846545,Stratigraphic sequence,11812,11344,Nor
COUN001442|6991,6991,Finglas River Waterville|COUN001442|S1|6991,52.2223,-9.902156,Stratigraphic sequence,13316,12722,Nor
COUN001442|7001,7001,Finglas River Waterville|COUN001442|S11|7001,52.2223,-9.902156,Stratigraphic sequence,14455,13359,Nor
COUN001458|7040,7040,"Horton Kirby, South Darenth|COUN001458|S2|7040",51.39473,0.24481,Stratigraphic sequence,7574,7442,Nor
COUN001458|7041,7041,"Horton Kirby, South Darenth|COUN001458|S3|7041",51.39473,0.24481,Stratigraphic sequence,7464,7313,Nor
COUN001458|7042,7042,"Horton Kirby, South Darenth|COUN001458|S4|7042",51.39473,0.24481,Stratigraphic sequence,7273,7027,Nor
COUN001458|7044,7044,"Horton Kirby, South Darenth|COUN001458|S6|7044",51.39473,0.24481,Stratigraphic sequence,7273,7027,Nor
COUN001458|7045,7045,"Horton Kirby, South Darenth|COUN001458|S7|7045",51.39473,0.24481,Stratigraphic sequence,7263,7021,Nor
COUN001458|7047,7047,"Horton Kirby, South Darenth|COUN001458|S9|7047",51.39473,0.24481,Stratigraphic sequence,7293,7168,Nor
COUN001458|7049,7049,"Horton Kirby, South Darenth|COUN001458|S11|7049",51.39473,0.24481,Stratigraphic sequence,1301,1154,Nor
COUN001459|7050,7050,Deptford: Old Seager Distillery|COUN001459|C304|7050,51.473038,-0.023065,Stratigraphic sequence,6941,6506,Nor
COUN001459|7051,7051,Deptford: Old Seager Distillery|COUN001459|C301|7051,51.473038,-0.023065,Stratigraphic sequence,6790,5331,Nor
COUN001459|7052,7052,Deptford: Old Seager Distillery|COUN001459|C318|7052,51.473038,-0.023065,Stratigraphic sequence,1967,1738,Nor
COUN001459|7053,7053,Deptford: Old Seager Distillery|COUN001459|C302|7053,51.473038,-0.023065,Stratigraphic sequence,1819,1575,Nor
COUN001459|7054,7054,Deptford: Old Seager Distillery|COUN001459|C300|7054,51.473038,-0.023065,Stratigraphic sequence,1703,927,Nor
COUN001460|7056,7056,Ramsey: High Lode|COUN001460|S6|7056,52.45522,-0.110061,Stratigraphic sequence,3632,3470,Nor
COUN001460|7057,7057,Ramsey: High Lode|COUN001460|S5|7057,52.45522,-0.110061,Stratigraphic sequence,3632,3470,Nor
COUN001460|7058,7058,Ramsey: High Lode|COUN001460|S4|7058,52.45522,-0.110061,Stratigraphic sequence,3632,3470,Nor
COUN001460|7059,7059,Ramsey: High Lode|COUN001460|S3|7059,52.45522,-0.110061,Stratigraphic sequence,3632,3470,Nor
COUN001460|7060,7060,Ramsey: High Lode|COUN001460|S2|7060,52.45522,-0.110061,Stratigraphic sequence,3632,3470,Nor
COUN001460|7061,7061,Ramsey: High Lode|COUN001460|S1|7061,52.45522,-0.110061,Stratigraphic sequence,3632,3470,Nor
COUN001478|7158,7158,Portinscale: Mossgarth|COUN001478|Unit_3|7158,54.6001,-3.162333,Stratigraphic sequence,5278,4418,Nor
COUN001488|7175,7175,London: Queen Elizabeth Olympic Park|COUN001488|C228|7175,51.54615,-0.01269,Stratigraphic sequence,1700,1540,Nor
COUN001490|7178,7178,London: Queen Elizabeth Olympic Park|COUN001490|C17|7178,51.54615,-0.01269,Stratigraphic sequence,2340,2156,Nor
COUN001490|7179,7179,London: Queen Elizabeth Olympic Park|COUN001490|C20|7179,51.54615,-0.01269,Stratigraphic sequence,11069,10255,Nor
COUN001491|7180,7180,London: Queen Elizabeth Olympic Park|COUN001491|C842|7180,51.54615,-0.01269,Stratigraphic sequence,4449,2549,Nor
COUN001491|7181,7181,London: Queen Elizabeth Olympic Park|COUN001491|C837|7181,51.54615,-0.01269,Stratigraphic sequence,4449,2549,Nor
COUN001491|7182,7182,London: Queen Elizabeth Olympic Park|COUN001491|C838|7182,51.54615,-0.01269,Stratigraphic sequence,550,351,Nor
COUN001491|7183,7183,London: Queen Elizabeth Olympic Park|COUN001491|C845|7183,51.54615,-0.01269,Stratigraphic sequence,550,351,Nor
COUN001491|7184,7184,London: Queen Elizabeth Olympic Park|COUN001491|C839|7184,51.54615,-0.01269,Stratigraphic sequence,550,351,Nor
COUN001491|7185,7185,London: Queen Elizabeth Olympic Park|COUN001491|C833|7185,51.54615,-0.01269,Stratigraphic sequence,550,351,Nor
COUN001491|7186,7186,London: Queen Elizabeth Olympic Park|COUN001491|C952|7186,51.54615,-0.01269,Stratigraphic sequence,450,151,Nor
COUN001492|7187,7187,London: Queen Elizabeth Olympic Park|COUN001492|C78|7187,51.54615,-0.01269,Stratigraphic sequence,1273,1072,Nor
COUN001493|7189,7189,London: Queen Elizabeth Olympic Park|COUN001493|C574|7189,51.54615,-0.01269,Stratigraphic sequence,4449,2549,Nor
COUN001493|7190,7190,London: Queen Elizabeth Olympic Park|COUN001493|C183|7190,51.54615,-0.01269,Stratigraphic sequence,4449,2549,Nor
COUN001493|7191,7191,London: Queen Elizabeth Olympic Park|COUN001493|C177|7191,51.54615,-0.01269,Stratigraphic sequence,1550,400,Nor
COUN001493|7192,7192,London: Queen Elizabeth Olympic Park|COUN001493|C182|7192,51.54615,-0.01269,Stratigraphic sequence,2599,1540,Nor
COUN001493|7193,7193,London: Queen Elizabeth Olympic Park|COUN001493|C532|7193,51.54615,-0.01269,Stratigraphic sequence,2599,1540,Nor
